payment_method_id,customer_id,type,brand,last4,token,fingerprint,exp_month,exp_year,is_default,created_at
pm_639b6b70b589490b,cus_d8d06ba34d234daa,card,discover,6859,tok_92c322564594492e801e42a8,974d46c0c63041b3a380,3,2027,False,2025-05-07T08:13:37Z
pm_c524b121cfe94f04,cus_d8d06ba34d234daa,card,amex,7873,tok_32c535bb66764883b99b8e37,e34e825f6c824ff697d8,6,2030,False,2024-04-12T08:53:40Z
pm_5d65444e1e7648ae,cus_c1c8ad81fa8e4ffd,card,visa,2626,tok_a1a381c5a53a4ab59fabcb21,0c0dc94e6dcb44dc85e4,5,2029,True,2025-02-25T10:04:19Z
pm_a2e2390a5f1e43fc,cus_c1c8ad81fa8e4ffd,card,discover,3637,tok_252913b9891b4a2da11fede3,baf74d5119084a2b91b8,8,2028,False,2024-02-13T09:39:06Z
pm_07a6866a6f1d4754,cus_7ff17ee3f7194cce,card,amex,1337,tok_6ebef3165a09437ea9a8d232,a29801ea82204fd3ad2a,6,2027,True,2024-02-14T13:56:14Z
pm_7b081e3b1bd94ac9,cus_b1a358ea257b45cf,card,amex,2254,tok_f26702d40b35474bb4a352a6,66ae9b927e994ad087dc,1,2028,True,2025-01-24T15:40:53Z
pm_1674a9bcbd51486f,cus_0db5b3668ede44c7,card,discover,0086,tok_892919dfe20e49fd9c84295a,c4a8f3d781f34b979d21,2,2026,True,2024-08-09T11:15:04Z
pm_2f75b00dd822413c,cus_0db5b3668ede44c7,card,mastercard,9975,tok_b0ef9844789a45dfb882d936,7a4f8231532946fa8f44,9,2029,False,2024-04-19T01:09:23Z
pm_b6f78324446a402d,cus_ed2299e5013b49cf,card,visa,6878,tok_c095052018bb4381ba65bda3,a7e68bc7d7434295a3aa,11,2030,True,2025-01-12T17:41:55Z
pm_83acc7f4beff4abc,cus_ed2299e5013b49cf,card,discover,0269,tok_f54c35fc85cf47bb91540b96,beca540185ae48e6b44f,11,2030,False,2025-04-14T08:08:41Z
pm_c31a2280ad594343,cus_6d17c2f54ef94b1a,card,discover,3941,tok_fbb527187177428e8996a4c2,0c26116a50d749b2be6c,10,2029,True,2024-06-17T04:16:03Z
pm_e416b014742c45b4,cus_c244569416ed4136,card,amex,8618,tok_5fec28e09cf84962bf045eaf,05ec3a791cb04a4c8ff5,9,2030,True,2025-02-20T23:15:15Z
pm_855144e9dffb4d65,cus_c244569416ed4136,card,discover,0713,tok_7769633e276a4fc18703a70d,00c7865f301b4cbb8fed,11,2029,False,2024-11-08T15:20:39Z
pm_496df577b1a84394,cus_eb3774828158496a,card,visa,1698,tok_166a90bfbe3446c0984da3df,6ad3da9f062c40ef853e,10,2031,True,2025-09-02T10:00:03Z
pm_438a71dd20ed4016,cus_c9a82ad62e82418e,card,amex,2868,tok_479866b1704a45189abb17c0,7c318b14004048e5abf6,11,2029,True,2025-07-16T19:28:42Z
pm_f4838bd186d64aec,cus_6f5eca8eea1b4f28,card,mastercard,7498,tok_033368ce9cb24e1ea3057ed5,3d0f311d14b848ce9980,1,2028,True,2024-06-28T06:24:42Z
pm_c238546d3aad4f6a,cus_3a3b75646e0840b7,card,visa,5080,tok_061e32d3c3104bef9890d4ca,658bfc01d23e4f53bc81,9,2029,True,2025-03-20T11:18:33Z
pm_4dc8c061c33d4737,cus_1ae1a0e4004a44dc,card,mastercard,0783,tok_312f6d2655d94be1860749c3,4b229abc5d604ce99b9a,11,2028,True,2024-08-22T21:36:36Z
pm_f78addc35ac14119,cus_f35639d16748423a,card,discover,6334,tok_4bb568b647dd48b28ce27e5f,35312e63976e4667bf1e,6,2027,True,2025-02-12T02:22:54Z
pm_63b150d75214447b,cus_4cbe84befe814f52,card,amex,6955,tok_3e0609dd81ac4f5184bfff50,8ad2f9f32a03405a9a0b,2,2029,True,2025-05-05T15:01:36Z
pm_be74c09ef7e740e2,cus_4cbe84befe814f52,wallet,apple_pay,,tok_05a7a24d46e143bf83b518b5,,,,False,2025-03-22T08:51:47Z
pm_f970051c1daf4529,cus_273c759cb8b64062,card,amex,5021,tok_d30c886b526740d7bfd7e694,835a329937a84bdab030,8,2030,True,2025-08-03T02:41:22Z
pm_06175930ba7441c4,cus_a7bacfa62066493b,card,amex,5776,tok_800b8f6d87a042d2974517b5,e5947aa709bc42d983e9,10,2029,True,2024-08-23T22:33:58Z
pm_e80b8496f1074d8b,cus_4156ac2a14844103,bank_transfer,,,tok_bd44a93792d244bba64b4bcf,,,,True,2024-03-08T05:42:54Z
pm_7aead9ada40740c1,cus_4156ac2a14844103,card,discover,2621,tok_0274800a0c4b4c38a79839d1,6fbef84f5e8341718ce2,1,2027,False,2025-05-09T14:27:47Z
pm_53c6264e51414da4,cus_87ee4a8459d942db,card,mastercard,6001,tok_acd5531de8104d5d963da22c,5e6e3e7171774ec2b7eb,6,2029,True,2025-04-08T06:41:23Z
pm_b34d48a3d9c54d9a,cus_87ee4a8459d942db,card,mastercard,6077,tok_0f68fa732d73440681a63f2c,8481074e7735463e866f,6,2029,False,2025-09-07T09:24:32Z
pm_211bcac099534a26,cus_944f85f752e146e1,card,amex,4566,tok_99650894d7074688b2811eac,1f3d96cf430b4df0a9a9,4,2026,True,2024-02-12T19:32:34Z
pm_c31f26b07cf74c6a,cus_7c59f37685b44706,card,discover,1929,tok_2590758b94f14f7db5b7625d,e2f17adbfa9b4e49b7a7,5,2028,True,2025-07-23T12:41:57Z
pm_983e16acc8bc423d,cus_7c59f37685b44706,card,amex,8047,tok_f57183e8c520477493ce97ac,9069ef4710424300aaff,4,2026,False,2024-05-08T02:38:39Z
pm_6eea7d968e6d45b6,cus_879e27e5cd7747a1,card,discover,5236,tok_1412894d34904cfb9edc8cf6,4d6ea185f9ef48c2b661,11,2028,True,2025-07-27T19:16:36Z
pm_7048735efc9b4a6c,cus_879e27e5cd7747a1,card,amex,2580,tok_98d33fb9d0634b07b19907ed,b048c2408c6041819b86,12,2031,False,2025-07-20T13:30:58Z
pm_007a3d8058a5440d,cus_7871d08dfb07441b,bank_transfer,,,tok_c3945f7d8629431d8ae7dae6,,,,True,2025-02-21T20:22:40Z
pm_b871f68de9e94942,cus_7871d08dfb07441b,card,mastercard,3878,tok_344eecfac997435f91bafae7,35b5feb8ddf342668ee2,8,2026,False,2024-10-30T00:04:55Z
pm_2b6d97b96caa4c9c,cus_496d75990019459c,card,mastercard,1412,tok_c248eb8a69d84def9f017a4e,7d09c1ed0b3d4e5a8ea0,2,2028,True,2024-11-27T22:43:23Z
pm_8eb5fb2c6f84494b,cus_848881e0397b42a6,card,discover,9419,tok_6089dab5ad184e9181a6b292,b6aed261645b47758e07,2,2027,True,2024-09-25T22:18:26Z
pm_3e5c1f7ad0514d55,cus_848881e0397b42a6,card,discover,8476,tok_e45b23b11a48463bacabdea1,99955417997c4aad9abb,6,2027,False,2025-03-26T21:31:27Z
pm_dbb8733484a14147,cus_848881e0397b42a6,card,mastercard,2114,tok_a3755293008d4e4d80aa88a6,70ef60e7d9bd4fdda945,7,2030,False,2024-03-06T17:27:13Z
pm_ae9881d99fe64e46,cus_07f881251bd7436b,card,amex,5286,tok_1ac2a7f01a3b4fa5b833ff22,cf143bbdbbbc4c9293a4,12,2027,True,2024-10-18T10:49:15Z
pm_809a1fe4e3654753,cus_07f881251bd7436b,wallet,paypal,,tok_86ef794dca6640379e4f1b87,,,,False,2024-08-31T07:31:39Z
pm_e2b372c7134049b4,cus_fe8947b71ed84c07,card,amex,4961,tok_bb9ff76c24394f6e8c212f5f,a47869776d264070a048,10,2030,True,2024-04-05T06:06:54Z
pm_6456e10813d145a2,cus_fe8947b71ed84c07,card,mastercard,9513,tok_7cb44fad625f4f5b90eff9a0,5d3ada0341b24f549240,3,2027,False,2025-06-18T08:09:14Z
pm_6b371f125b914bef,cus_249d0bf0a0084a5e,wallet,google_pay,,tok_c58cd246c14947b588861823,,,,True,2025-04-05T11:05:06Z
pm_6df382a20124421f,cus_249d0bf0a0084a5e,card,visa,9449,tok_c6f3ce2d444048268ea0e1e8,756bd77f93e749a38403,5,2031,False,2024-07-05T10:14:10Z
pm_6c5c01e71e514b4d,cus_283d14b3d4d44e6f,card,visa,8938,tok_7c08b7de0e6b4deda8111bc9,014a3f55a1ec4119b775,5,2031,True,2024-09-14T07:55:32Z
pm_926fbcc6b83e4b38,cus_283d14b3d4d44e6f,card,discover,1195,tok_0a3d18eaa4284bd9a6cbf386,d5db7e152c7d4d22b63a,12,2026,False,2024-05-25T11:18:59Z
pm_2c221df9e0604b8c,cus_7bd7b880601d4246,card,mastercard,2353,tok_3d49404ba6264a569278e1a7,9027ae36078c430cbe26,6,2031,True,2024-09-27T16:58:20Z
pm_3554e12bbf6f4e85,cus_5fe1ad5585a0423d,wallet,google_pay,,tok_cc90fe38eea143859a3fe7a7,,,,True,2024-05-04T06:08:27Z
pm_5bc6187a65404d00,cus_5fe1ad5585a0423d,bank_transfer,,,tok_194856528dce461e9920b943,,,,False,2025-02-26T16:24:31Z
pm_96f2d5aeaa69436f,cus_0cf99459f2954186,card,discover,7366,tok_be70dd1df6a7498a98bdc3cd,5285dbf639c24b26b33f,4,2027,True,2024-04-07T21:11:00Z
pm_94e82db508eb47ca,cus_34a0de96bb754594,wallet,paypal,,tok_d70549164db34580940831c9,,,,True,2024-12-13T11:04:47Z
pm_1a0f2c667c8347e1,cus_0ae7074014dd4c0e,wallet,apple_pay,,tok_95cd2d1a3b66456cad13343b,,,,True,2024-10-04T00:19:45Z
pm_c03cddd77d884232,cus_6314ac7f6e65411e,card,mastercard,8163,tok_c3a66a44f9a24af5ab67f485,22e5efb29a554e1c95b3,9,2029,True,2025-02-14T02:02:17Z
pm_add0050d07f34f96,cus_6314ac7f6e65411e,wallet,google_pay,,tok_a1b006ac5fca41eebfac3b8e,,,,False,2024-02-10T16:31:15Z
pm_ad84867351bb477a,cus_6314ac7f6e65411e,card,discover,3944,tok_5317737d9c014a548084633a,303787c6c06a4b2cb05b,4,2030,False,2024-10-23T18:55:28Z
pm_8c9d97ee06564ae2,cus_561a33c4a5d04056,card,discover,0133,tok_a642f45a9bfd481eafe923b3,8bee78e20efe40969c48,2,2029,True,2024-05-06T17:12:41Z
pm_02ba58d2df88402b,cus_96679e6042464bc9,card,discover,6563,tok_eb31bc781e0442fabbd72b86,684285264ec94acfa7f4,1,2030,True,2025-04-04T01:30:31Z
pm_dd2d8d55627b441d,cus_96679e6042464bc9,card,amex,8261,tok_e52705b40d834625a83200fe,6e9c65986300469885a6,8,2030,False,2024-08-27T22:51:16Z
pm_5e899f418d0a4a49,cus_787e2050532a4050,card,visa,1584,tok_d814639c678b422c8cb33e65,f583e1e0636b4b64bf88,7,2028,True,2024-10-13T01:29:29Z
pm_8be27533de454f63,cus_787e2050532a4050,card,amex,3261,tok_684edda2709d4f39a56fb117,cf0f9002ce404bc090b7,10,2030,False,2024-11-30T10:52:51Z
pm_c1d61f6a776a4526,cus_4b1d3a904b804f1c,card,mastercard,7761,tok_c7ca42f94d014c66af79986b,7a3489964cb740f385d5,9,2029,True,2024-05-18T08:56:18Z
pm_418a712ece894b6c,cus_d2c9a68edf534eb4,card,amex,5218,tok_1f1310da0d654ac5850e68dc,509f9e0ff65f41ed8ccf,3,2029,True,2025-05-16T12:53:07Z
pm_89d5b53f77c54a7c,cus_d2c9a68edf534eb4,card,amex,8311,tok_e79d5fcc413e41f9a5563972,82b5b3548ad444cb9efd,9,2030,False,2025-02-07T03:53:12Z
pm_137168fef1074b59,cus_ab8aba24fe364d0d,card,visa,1795,tok_7ecaf0bfba0d4f33a0d020bc,c5a3bb767c0d4c39b689,7,2030,True,2024-09-18T16:00:49Z
pm_0d3944e2e86b43c2,cus_ab8aba24fe364d0d,bank_transfer,,,tok_13ad993b997c48efa075eba0,,,,False,2025-08-09T01:30:23Z
pm_35aaf966546d4550,cus_3ee2282cf11140ae,card,discover,9477,tok_5985f928854b4ac48c575b00,5b5632f19c614b6ab36e,10,2027,True,2025-08-06T00:21:22Z
pm_4898a8f181f44681,cus_3ee2282cf11140ae,card,discover,6229,tok_42181a7dcd7844278d577982,cef07e15278c40cdbba8,3,2031,False,2024-07-29T19:21:16Z
pm_6f140d63cf634391,cus_83320d3906d34961,wallet,apple_pay,,tok_869ff670f986493f88228f74,,,,True,2024-06-19T20:57:39Z
pm_49a1b3c3f5ce44f1,cus_2247830f057446d9,card,mastercard,3340,tok_5190252e7f174bffa8477f0f,e3d84bab301442d38643,7,2030,True,2025-05-12T15:15:37Z
pm_02f5a4a78acd44a1,cus_516c373d480f4dfa,wallet,paypal,,tok_7eb0239b34154c7eb35bd344,,,,True,2025-08-10T16:14:28Z
pm_418c90aa87ba4b5c,cus_516c373d480f4dfa,card,mastercard,9189,tok_587f4c7cf16642409e121e90,bb67c76dab7741728efc,6,2031,False,2025-01-29T05:57:53Z
pm_72aa5e1a254e42e0,cus_516c373d480f4dfa,card,amex,7531,tok_d0aeb2cdd6cb4b0faa5f74d9,737d7d16438c4f94b452,9,2028,False,2025-03-22T23:45:15Z
pm_3807d43d014c4157,cus_5d7eb439ef6c46a9,bank_transfer,,,tok_94e06f76fd2f43f18529a531,,,,True,2025-08-05T15:29:28Z
pm_25a5a51c10f441a1,cus_85a043b3a2224733,bank_transfer,,,tok_cb5f56a4fabb4311ad1d16ba,,,,True,2024-08-16T00:33:05Z
pm_10ebb71b2a6a4d21,cus_85a043b3a2224733,card,mastercard,4571,tok_3fac561e974d49c1af730bc9,72f5ec0d575448949579,9,2028,False,2024-07-16T08:18:31Z
pm_d8699fd562744307,cus_5e12eef0089f4ca5,wallet,google_pay,,tok_d1ea7a8a25d6466699b6659f,,,,True,2025-07-24T04:47:21Z
pm_bcc2004ca13a44b5,cus_5e12eef0089f4ca5,card,discover,5714,tok_ff2db2a55cdb4de894585dc2,1ba47cb5b7094dbaad79,9,2031,False,2024-08-23T02:06:04Z
pm_d16fe01b5da34c1a,cus_5e12eef0089f4ca5,card,discover,6464,tok_442eaafb352046d884cbf30e,b02b0d068185457e9655,6,2027,False,2024-09-05T06:54:47Z
pm_cc1ab002548845ba,cus_43301b4d4a0a4804,wallet,apple_pay,,tok_dd1d14a9b7164ea09f4c71db,,,,True,2024-10-18T17:10:01Z
pm_20f51335ffcc4dd2,cus_209a76fb0d6f48bb,card,discover,8824,tok_fad2d80ca46c414fb1efaf5c,92b3c84ddc9d4599802d,5,2030,True,2025-07-17T10:03:25Z
pm_c1b60dc1fe994ab5,cus_209a76fb0d6f48bb,card,visa,9614,tok_5d8e22be75404a2ea0cbc077,29838608649d4071bc8e,4,2027,False,2024-03-03T02:49:10Z
pm_51fc8ee64e194e65,cus_209a76fb0d6f48bb,card,mastercard,0860,tok_31cdf3ecf952425ebf15df65,c917953fd0d04c1099b4,2,2029,False,2024-10-06T05:36:09Z
pm_7cb89499f9134a82,cus_9c42a3227f7246f4,card,mastercard,2587,tok_a1c992b8529a4ac08e99f8ee,94badd0376474249b263,7,2031,True,2025-01-27T04:10:02Z
pm_bb5f2de1c50941e7,cus_9c42a3227f7246f4,card,mastercard,4706,tok_398920783c704455806bb92e,af5dc38ee642417f94eb,6,2028,False,2025-06-08T08:53:35Z
pm_f4a28d3cf8314957,cus_949717f0b55447ff,bank_transfer,,,tok_d4cc8c6221c048d6aeee17b9,,,,True,2025-06-13T08:12:46Z
pm_2cd37eba55de470d,cus_728419ed22e8487e,card,visa,2868,tok_8c34a08e2e714a43b8641e0d,74ce2c8078cc415a97fb,7,2027,True,2024-02-20T21:54:25Z
pm_536034e6a2f94fcc,cus_1fe5d40cefd74d0f,card,discover,4742,tok_01abc03d33234918811e6b72,a0450aba4b334a0d8ae8,1,2026,True,2024-09-11T10:55:02Z
pm_3f4a9fea552f4385,cus_1fe5d40cefd74d0f,card,visa,5489,tok_1490b4115cf04b9aa1213a05,c01658e015064ba7952c,5,2029,False,2025-06-04T19:24:47Z
pm_7dc59380613c4e17,cus_1fe5d40cefd74d0f,card,discover,2198,tok_b53da3c320734378b3fc70d7,9c60a636d98b4b3d9460,9,2029,False,2024-08-22T14:32:06Z
pm_5a71171a339e4d37,cus_0012b741f2d64b19,card,mastercard,4215,tok_aefe3b33229b499b96c9f067,642d2ff3e8cb40cab331,12,2027,True,2024-02-03T15:01:54Z
pm_617f067319e2471b,cus_0a037bcf27834f79,bank_transfer,,,tok_f603ce7f3236437db7a125af,,,,True,2025-04-08T16:41:32Z
pm_8ef17551fa1049c5,cus_0a037bcf27834f79,card,mastercard,6643,tok_576bc8268fed4cc5bb6d8a4b,42aa151b7f97414da1c7,7,2030,False,2024-10-04T09:28:45Z
pm_1751b0c87efc4a82,cus_89aed3027c3742d9,card,mastercard,7822,tok_a3fbc97204e64e59985fbe4b,d60b831c1a934e2d80f4,6,2027,True,2024-01-28T23:48:21Z
pm_a3d1a58ae569408a,cus_015747cd97b64e91,card,amex,4947,tok_babcf4e1d26e4e3ab6efd841,5a1a4c3248b54b30824e,10,2031,True,2025-04-12T15:41:28Z
pm_994674fa54f04efc,cus_4317381102894f6c,card,mastercard,1936,tok_691e489d6458414e96d859a5,61f99363c5ec42dab827,8,2028,True,2024-05-26T17:49:14Z
pm_b3f08b888db04603,cus_9cd6eada23cb47de,card,amex,4833,tok_0ad800e1af6849f799a040ba,97e0aaedb54843b8801f,6,2030,True,2024-07-13T05:24:41Z
pm_498d662ddb55457a,cus_f8a13dea00b34901,card,mastercard,9924,tok_c2cbe148465f49b49345e568,3af253aad9884c62a119,6,2029,True,2025-07-21T21:36:24Z
pm_b961f9ba20c64d2c,cus_38e4ebc01094468e,card,mastercard,9761,tok_9c564db162b4450ca31fa6e4,ae0df101f5664fbeb459,2,2030,True,2025-01-04T16:28:09Z
pm_19226952479b4ed6,cus_646b76ff6ed345a6,card,visa,8972,tok_bceda67e8b9d4510b4402858,77ef447771b7400d977f,9,2027,True,2025-04-12T12:24:58Z
pm_1b463c61b4cd4fee,cus_7d769e4c8f2140cb,card,discover,3365,tok_1a1e5a63086040d7b7304843,8d691aa438d14a73ad8a,12,2030,True,2025-02-06T08:53:49Z
pm_e1a9c4e888f44f1c,cus_67431790f23a4b54,card,visa,8409,tok_82140ad8d0c340378a36304f,2189baafa7e84338aeaa,7,2029,True,2025-04-05T16:32:59Z
pm_b8508ba4ef864c40,cus_384254c77ef4478e,card,amex,6487,tok_3766a6d02aaf4e969017e335,48213f93a22a4b629d59,5,2026,True,2025-08-24T23:17:11Z
pm_3bdc85bb3eb54a2b,cus_14c0daa2205741d8,card,discover,1044,tok_f0d54c1455f544fcbfd157c2,5efc6c69857740a3ac81,9,2026,True,2024-03-17T07:05:36Z
pm_261a8472c3c44310,cus_bfb2736c22764cf5,card,amex,2218,tok_21730b22c90045e2a8af08b8,99e22ea0f63f49069d71,11,2031,True,2025-06-08T08:34:27Z
pm_441b08d1bb1c4889,cus_bfb2736c22764cf5,wallet,google_pay,,tok_6857fc1e7e774e58b168ae88,,,,False,2024-11-15T18:25:12Z
pm_7645236bf9974973,cus_bfb2736c22764cf5,card,discover,8835,tok_5193977bfe1142d4b8f78b46,449de128fe5044faab0f,3,2031,False,2024-10-19T19:23:02Z
pm_4722bf64de24404c,cus_e9c5082e87414e55,wallet,google_pay,,tok_a6a23272a0af40819ef8f7a1,,,,True,2025-03-09T10:49:22Z
pm_074e8d938a254a0f,cus_be865ba4cbed4b7a,wallet,apple_pay,,tok_25f31b6e4bf04b188ac33d33,,,,True,2025-09-02T00:41:21Z
pm_a5d3bef8e10049b7,cus_8adf56b9b22a41e2,card,discover,3762,tok_88760ef7e78a40798c1c79c0,b4694b23f6f348c7a909,4,2029,True,2024-10-18T13:22:06Z
pm_264c17d448fd471f,cus_5f3fcbf003cc43cb,card,visa,6868,tok_ca3bdf3316d94016aa3455de,4da0f14d74ca49e2abe8,10,2026,True,2024-07-28T14:49:41Z
pm_9c1610ba293d48e4,cus_62c85ad1290e4388,card,visa,0797,tok_050107bccc5c4016875eb137,1056e468785d45d29aca,4,2031,True,2024-02-27T01:06:56Z
pm_99a255751a044be6,cus_bcfdb6161ef745fa,card,mastercard,0924,tok_2f5cbdb382f6441eba897452,0adc16d6a7704dc49ddb,3,2030,True,2024-09-04T08:44:41Z
pm_ab627e2051a746db,cus_15678ab88f864811,wallet,paypal,,tok_1966103d0bc64daaaecfeae2,,,,True,2024-09-27T09:16:44Z
pm_96b369068bf94c8e,cus_6615901f3a984ff9,bank_transfer,,,tok_88d2eef56c5c45b4bb808402,,,,True,2024-09-28T18:06:51Z
pm_ab054c6bfeff4105,cus_ea553ddbf11d425b,wallet,paypal,,tok_df12df2678fa47a685c2345d,,,,True,2025-03-03T13:18:26Z
pm_1372b988facb4d9b,cus_d1622fdc9e5e4437,card,visa,9693,tok_71d85a55a2eb460c93962a3f,73b437dad8e54cccbdc8,12,2027,True,2025-05-23T21:50:28Z
pm_50da9cb8c1e8429d,cus_d68bdca217e34f36,card,visa,6244,tok_2c07c5db7e564c038a8a725f,44a24a1245b8471d83e3,9,2028,True,2025-07-17T12:36:46Z
pm_153539e212774038,cus_d68bdca217e34f36,card,mastercard,3012,tok_b204523868044bef8f11e41c,30b5b434101b45ec9336,9,2029,False,2024-07-28T20:27:21Z
pm_16b13ce1c85a4692,cus_d8708edd93874156,card,mastercard,0944,tok_82e91bab1fc64b9e9eeb59a3,a30566fce0fc4439ae6f,9,2029,True,2024-12-12T04:45:09Z
pm_d97e6ee6731d4d4d,cus_d8708edd93874156,card,mastercard,4177,tok_0cb0e31b5e184d66bfe20f40,525cde5fb85f457d91b1,4,2028,False,2025-06-08T23:57:15Z
pm_cc7f87b93b914d40,cus_63e099d4c23b44ec,card,amex,3120,tok_23252dbe8f1941f5a14d1ce0,8a46222e1999440988b2,1,2028,True,2024-11-11T15:24:14Z
pm_95a3acc2feea49a1,cus_19ace88da9c447ac,card,visa,9626,tok_142af0b424c64ef5aeb95c0e,7dd92afaa2b9433e902d,12,2031,True,2025-04-01T18:12:40Z
pm_224795683a8845a4,cus_19ace88da9c447ac,card,mastercard,5455,tok_7771475da2d2444ba32566f1,bd84e3cf6d904fe6a0e7,5,2026,False,2024-07-06T04:51:58Z
pm_ee3dfc544b1347cd,cus_207bacee96b349f6,wallet,apple_pay,,tok_e7aa76bcca534f338b2b15fd,,,,True,2025-08-25T19:19:16Z
pm_e2bda5e2739648bb,cus_207bacee96b349f6,wallet,google_pay,,tok_9db3e746fde94615921a4dac,,,,False,2024-07-30T02:44:52Z
pm_bc2790016e5a4ca7,cus_207bacee96b349f6,card,mastercard,3921,tok_a85861bf7c8a40c8a9f7c155,4b38e5ce352840739e46,9,2028,False,2024-08-30T13:05:21Z
pm_4cd44be0d6784ba4,cus_2a5f49ccd2c94c04,card,amex,5892,tok_705d4041e1c8460f996dd4ae,dee1a9169a294a2b9090,9,2029,True,2025-01-19T15:25:43Z
pm_34df864f357a487d,cus_054b160f45024501,wallet,google_pay,,tok_4ac5c2e1fe184d03af90b88d,,,,True,2025-09-06T06:16:34Z
pm_2c93b9bce1914633,cus_7e00660761734316,wallet,google_pay,,tok_4b8476207f4742d8ae288c7a,,,,True,2024-09-22T17:46:21Z
pm_a7fa7fb07c374f2d,cus_7e00660761734316,card,mastercard,0265,tok_849032dc7b074a3aa8f1d16e,cb49c30464e94b069143,5,2030,False,2025-04-21T07:37:37Z
pm_f76b763017824674,cus_a4e3c1b4e3c64648,card,mastercard,3768,tok_b125a7e0389648c594a4bb8c,80ac111f68e8429a83d2,7,2030,True,2024-08-01T13:13:22Z
pm_ba2d774f17804b5c,cus_312ecf1553e946b6,card,amex,8005,tok_3c931962754a46af9a0f993a,ff96c9600b894a39acfb,12,2031,True,2025-08-20T03:30:59Z
pm_ef28d144a6e44ee6,cus_9a537b39999f4cb9,card,amex,8954,tok_1ab3756b385d476cb21d5b77,059e861677d349bbbce9,8,2027,True,2025-03-19T18:38:48Z
pm_d26282e3593c4766,cus_c3d7051872c148ac,wallet,paypal,,tok_e7170f7b67284f7785676cfc,,,,True,2024-02-18T23:00:13Z
pm_1413ccf7094b4dd7,cus_c3d7051872c148ac,bank_transfer,,,tok_87b72acf2b8f4de7943002c9,,,,False,2024-03-21T10:06:09Z
pm_f0a9f53f72234194,cus_c3d7051872c148ac,wallet,paypal,,tok_cdb8932535b340f78ad44b4e,,,,False,2024-03-01T08:51:25Z
pm_61ee6631316b47f8,cus_5c5379e482294360,card,mastercard,2474,tok_40359a6b94da474b940bcf74,d09e05e544fc41468b66,1,2027,True,2025-02-19T12:01:41Z
pm_68fb776b7f0f43d7,cus_5c5379e482294360,card,visa,7916,tok_57731440b8cb4d4f9fb0cc2c,ce863a5ccba24a3bbee7,11,2029,False,2024-02-04T21:44:41Z
pm_3df99d1de2f0422e,cus_0a66cbadf97f4145,card,visa,8777,tok_14820d7487e94d5d82cae4a8,0c26116a50d749b2be6c,5,2026,True,2025-02-16T18:28:07Z
pm_3e1f23e5b2b8494b,cus_ebc55f15bd8a4885,card,mastercard,1578,tok_b87f2006c8ec4b9faeafdf0b,3a707b1b6ec84ec28e02,9,2027,True,2024-07-28T20:28:04Z
pm_71e1107778eb49fb,cus_ebc55f15bd8a4885,card,amex,4379,tok_1fac75205f2e4b1685396650,39a7111640c84dcdab48,7,2026,False,2024-11-08T10:40:07Z
pm_f06f023eefe84b93,cus_7a850e1c3b0843e4,card,mastercard,3700,tok_de2451a79570488ebbb9faca,619e4717ddda4be8b310,5,2031,True,2024-03-26T07:17:29Z
pm_a96a95a985234d97,cus_7a850e1c3b0843e4,card,visa,6213,tok_6241d06a770f4e8c89d1266b,dcfd6fbea9f242dfa425,7,2030,False,2025-01-27T09:51:41Z
pm_a55c51e78c844a59,cus_7a850e1c3b0843e4,card,visa,1354,tok_ee6c8e618ecb4d92b8ffa56b,6d2fefb266c94553902c,8,2029,False,2025-06-07T14:25:32Z
pm_c73ef12af87f4e23,cus_57566ec9bd434ab2,card,visa,0697,tok_d44ab9cb4e1d41a4b303268d,868d31c87c5b41449a5a,4,2027,True,2025-07-14T09:39:41Z
pm_d41f9eb2d0314316,cus_57566ec9bd434ab2,wallet,google_pay,,tok_30f41af9e178424b986bc562,,,,False,2024-08-21T06:03:41Z
pm_afe2c62336544fe1,cus_56ce1fa55f674e86,card,amex,9232,tok_76bb11cb94c14ffd988b23eb,0485fad89f124ad6be26,11,2026,True,2024-06-10T23:53:36Z
pm_0f7ac640c2b8419f,cus_059713d093234e8a,card,mastercard,6525,tok_dbbe2e0e3f714782990c40d6,96905736a63b4e39b1d8,2,2028,True,2024-05-28T20:46:31Z
pm_5815caa6c3204c8b,cus_059713d093234e8a,card,discover,8856,tok_b8096dc861c245b1b429e709,06349a4e221b48b0b3d4,6,2029,False,2025-09-01T14:03:39Z
pm_aaecfb885e0b4c80,cus_059713d093234e8a,card,visa,5666,tok_f07b6679356e41c8b04bab07,9ea68a3358984e2baae0,1,2026,False,2024-12-28T04:23:56Z
pm_ab4d6c3532e4402a,cus_a506b710ee1f4cbf,card,discover,5347,tok_cf91c3c3942a4b7dac83b4d8,46530cc43b644518914c,1,2031,True,2024-08-22T23:40:06Z
pm_65bf717197bd4524,cus_b0778fe0d91b4ad5,card,mastercard,6150,tok_6b037c6a52cd43a7a93a1468,a42bfe481e924a3bbd7b,7,2027,True,2025-07-04T14:54:49Z
pm_2a7d014355724aff,cus_b0778fe0d91b4ad5,card,discover,4839,tok_a567c9005777456c8c83ee26,e9e3888b061c4f1ea14f,4,2031,False,2024-03-20T18:44:50Z
pm_bffd187507ef490d,cus_acbac5cf11004380,card,mastercard,5188,tok_d82145a05da64a419a15cf2d,079a4e551389442e9e33,6,2026,True,2024-04-03T18:32:52Z
